"UniqueID","Popular.fctr","Popular.fctr.predict.Conditional.X.no.rnorm.rf.prob","Popular.fctr.predict.Conditional.X.no.rnorm.rf","Popular.fctr.predict.Conditional.X.no.rnorm.rf.accurate"
4758,"N",0.302,"N",TRUE
4757,"Y",0.322,"N",FALSE
4930,"N",0.006,"N",TRUE
4921,"N",0.01,"N",TRUE
4917,"N",0.178,"N",TRUE
4915,"N",0.18,"N",TRUE
4911,"N",0.314,"N",TRUE
4907,"N",0.13,"N",TRUE
4905,"N",0,"N",TRUE
4893,"N",0.018,"N",TRUE
4889,"N",0.114,"N",TRUE
4886,"N",0.002,"N",TRUE
4885,"N",0.022,"N",TRUE
4884,"N",0.002,"N",TRUE
4882,"N",0.866,"Y",FALSE
4881,"N",0.008,"N",TRUE
4880,"N",0.05,"N",TRUE
4874,"N",0.004,"N",TRUE
4871,"N",0.028,"N",TRUE
4870,"N",0.002,"N",TRUE
4869,"N",0.002,"N",TRUE
4868,"N",0.166,"N",TRUE
4860,"N",0.004,"N",TRUE
4859,"N",0.18,"N",TRUE
4857,"N",0.012,"N",TRUE
4856,"N",0.008,"N",TRUE
4853,"N",0.658,"Y",FALSE
4848,"N",0.2,"N",TRUE
4845,"N",0.578,"Y",FALSE
5013,"Y",0.938,"Y",TRUE
5010,"N",0.004,"N",TRUE
5006,"N",0.062,"N",TRUE
5003,"N",0.02,"N",TRUE
5001,"N",0.016,"N",TRUE
4997,"N",0.036,"N",TRUE
4991,"N",0.008,"N",TRUE
4987,"N",0.694,"Y",FALSE
4983,"N",0.012,"N",TRUE
4979,"N",0.662,"Y",FALSE
4976,"N",0,"N",TRUE
4975,"N",0.596,"Y",FALSE
4971,"Y",0.316,"N",FALSE
4961,"Y",0.34,"N",FALSE
4958,"N",0.036,"N",TRUE
4957,"Y",0.846,"Y",TRUE
4955,"N",0.396,"N",TRUE
4953,"N",0.02,"N",TRUE
4942,"N",0.006,"N",TRUE
4939,"Y",0.728,"Y",TRUE
4934,"N",0.01,"N",TRUE
5118,"N",0.006,"N",TRUE
5113,"N",0.02,"N",TRUE
5110,"N",0.002,"N",TRUE
5109,"N",0.132,"N",TRUE
5108,"N",0.012,"N",TRUE
5107,"N",0.05,"N",TRUE
5104,"N",0.022,"N",TRUE
5102,"N",0.006,"N",TRUE
5101,"Y",0.484,"Y",TRUE
5086,"N",0.016,"N",TRUE
5085,"N",0,"N",TRUE
5082,"N",0,"N",TRUE
5072,"N",0.002,"N",TRUE
5071,"N",0.02,"N",TRUE
5067,"Y",0.624,"Y",TRUE
5058,"Y",0.136,"N",FALSE
5053,"N",0.086,"N",TRUE
5047,"N",0,"N",TRUE
5044,"N",0,"N",TRUE
5043,"N",0.114,"N",TRUE
5041,"N",0.054,"N",TRUE
5039,"N",0,"N",TRUE
5036,"N",0.002,"N",TRUE
5034,"N",0.01,"N",TRUE
5032,"N",0.002,"N",TRUE
5031,"N",0.006,"N",TRUE
5024,"N",0.044,"N",TRUE
5022,"N",0.1,"N",TRUE
5021,"Y",0.782,"Y",TRUE
5018,"N",0.178,"N",TRUE
5017,"Y",0.934,"Y",TRUE
5016,"N",0.002,"N",TRUE
5204,"N",0.226,"N",TRUE
5201,"N",0.022,"N",TRUE
5199,"N",0.02,"N",TRUE
5197,"N",0.068,"N",TRUE
5196,"N",0.012,"N",TRUE
5183,"N",0.02,"N",TRUE
5174,"N",0.018,"N",TRUE
5170,"Y",0.802,"Y",TRUE
5165,"N",0.018,"N",TRUE
5162,"N",0.002,"N",TRUE
5158,"N",0.004,"N",TRUE
5153,"Y",0.406,"Y",TRUE
5150,"N",0.084,"N",TRUE
5149,"N",0.02,"N",TRUE
5144,"N",0.86,"Y",FALSE
5143,"N",0.012,"N",TRUE
5139,"N",0.514,"Y",FALSE
5137,"N",0.02,"N",TRUE
5136,"N",0.018,"N",TRUE
5134,"Y",0.76,"Y",TRUE
5132,"N",0.002,"N",TRUE
5130,"Y",0.85,"Y",TRUE
5126,"N",0.696,"Y",FALSE
5123,"N",0.014,"N",TRUE
5206,"Y",0.962,"Y",TRUE
5231,"N",0.11,"N",TRUE
5227,"N",0.222,"N",TRUE
5225,"N",0.008,"N",TRUE
5221,"Y",0.946,"Y",TRUE
5218,"Y",0.158,"N",FALSE
5217,"N",0.31,"N",TRUE
5216,"Y",0.688,"Y",TRUE
5215,"N",0.122,"N",TRUE
5327,"N",0.008,"N",TRUE
5325,"Y",0.348,"N",FALSE
5324,"N",0.006,"N",TRUE
5322,"N",0.01,"N",TRUE
5319,"N",0.488,"Y",FALSE
5313,"N",0.342,"N",TRUE
5308,"N",0,"N",TRUE
5305,"Y",0.548,"Y",TRUE
5302,"N",0.01,"N",TRUE
5295,"N",0,"N",TRUE
5284,"N",0.032,"N",TRUE
5282,"N",0.002,"N",TRUE
5273,"N",0.174,"N",TRUE
5272,"N",0.01,"N",TRUE
5270,"N",0.436,"Y",FALSE
5269,"N",0.004,"N",TRUE
5261,"N",0.032,"N",TRUE
5257,"N",0.028,"N",TRUE
5252,"N",0.038,"N",TRUE
5249,"Y",0.598,"Y",TRUE
5247,"N",0.002,"N",TRUE
5246,"N",0.222,"N",TRUE
5244,"N",0.64,"Y",FALSE
5241,"N",0.014,"N",TRUE
5239,"Y",0.262,"N",FALSE
5403,"N",0.14,"N",TRUE
5399,"N",0,"N",TRUE
5397,"N",0,"N",TRUE
5395,"Y",0.224,"N",FALSE
5394,"N",0.038,"N",TRUE
5391,"N",0,"N",TRUE
5387,"Y",0.46,"Y",TRUE
5386,"N",0.158,"N",TRUE
5383,"N",0.008,"N",TRUE
5378,"N",0,"N",TRUE
5377,"N",0.236,"N",TRUE
5376,"N",0.282,"N",TRUE
5375,"N",0.006,"N",TRUE
5372,"N",0.444,"Y",FALSE
5371,"N",0.008,"N",TRUE
5369,"N",0,"N",TRUE
5367,"N",0.698,"Y",FALSE
5366,"N",0.004,"N",TRUE
5362,"N",0.028,"N",TRUE
5356,"N",0.014,"N",TRUE
5354,"Y",0.776,"Y",TRUE
5349,"Y",0.822,"Y",TRUE
5342,"Y",0.382,"N",FALSE
5336,"N",0.002,"N",TRUE
5335,"N",0.002,"N",TRUE
5334,"N",0.002,"N",TRUE
5332,"N",0.474,"Y",FALSE
5329,"Y",0.994,"Y",TRUE
5496,"N",0.014,"N",TRUE
5495,"N",0.014,"N",TRUE
5489,"N",0.018,"N",TRUE
5486,"Y",0.04,"N",FALSE
5483,"N",0.054,"N",TRUE
5482,"N",0.012,"N",TRUE
5479,"N",0.012,"N",TRUE
5476,"N",0.006,"N",TRUE
5470,"N",0.252,"N",TRUE
5469,"N",0.006,"N",TRUE
5464,"N",0.006,"N",TRUE
5457,"N",0.062,"N",TRUE
5456,"Y",0.378,"N",FALSE
5454,"N",0.062,"N",TRUE
5453,"N",0.014,"N",TRUE
5451,"N",0.006,"N",TRUE
5446,"N",0.028,"N",TRUE
5445,"Y",0.756,"Y",TRUE
5429,"N",0.016,"N",TRUE
5426,"Y",0.798,"Y",TRUE
5424,"N",0.57,"Y",FALSE
5423,"Y",0.736,"Y",TRUE
5422,"N",0.206,"N",TRUE
5419,"N",0,"N",TRUE
5410,"Y",0.718,"Y",TRUE
5596,"N",0.002,"N",TRUE
5595,"N",0.272,"N",TRUE
5592,"N",0,"N",TRUE
5583,"N",0.18,"N",TRUE
5580,"N",0.004,"N",TRUE
5579,"N",0.01,"N",TRUE
5576,"N",0.146,"N",TRUE
5574,"N",0,"N",TRUE
5573,"Y",0.124,"N",FALSE
5570,"N",0.142,"N",TRUE
5569,"N",0,"N",TRUE
5568,"Y",0.842,"Y",TRUE
5565,"Y",0.674,"Y",TRUE
5563,"N",0.768,"Y",FALSE
5555,"N",0.008,"N",TRUE
5551,"N",0.078,"N",TRUE
5547,"N",0.006,"N",TRUE
5544,"N",0,"N",TRUE
5543,"N",0.002,"N",TRUE
5539,"N",0.17,"N",TRUE
5536,"Y",0.964,"Y",TRUE
5525,"N",0.306,"N",TRUE
5524,"N",0.228,"N",TRUE
5523,"N",0.77,"Y",FALSE
5521,"Y",0.84,"Y",TRUE
5517,"N",0.016,"N",TRUE
5511,"N",0.02,"N",TRUE
5509,"N",0.022,"N",TRUE
5508,"N",0,"N",TRUE
5506,"N",0.01,"N",TRUE
5502,"Y",0.9,"Y",TRUE
5686,"N",0.004,"N",TRUE
5682,"N",0.132,"N",TRUE
5681,"N",0.018,"N",TRUE
5680,"N",0.12,"N",TRUE
5673,"N",0.002,"N",TRUE
5665,"Y",0.558,"Y",TRUE
5663,"N",0.238,"N",TRUE
5658,"Y",0.626,"Y",TRUE
5659,"Y",0.796,"Y",TRUE
5657,"N",0.008,"N",TRUE
5652,"N",0.002,"N",TRUE
5650,"N",0.018,"N",TRUE
5646,"N",0.128,"N",TRUE
5645,"Y",0.704,"Y",TRUE
5640,"N",0.036,"N",TRUE
5637,"N",0,"N",TRUE
5636,"Y",0.76,"Y",TRUE
5634,"N",0.008,"N",TRUE
5627,"N",0,"N",TRUE
5625,"N",0.428,"Y",FALSE
5624,"N",0,"N",TRUE
5622,"N",0.112,"N",TRUE
5619,"Y",0.01,"N",FALSE
5608,"N",0.002,"N",TRUE
5606,"N",0.018,"N",TRUE
5605,"N",0.002,"N",TRUE
5603,"N",0.002,"N",TRUE
5600,"N",0.004,"N",TRUE
5599,"N",0.04,"N",TRUE
5702,"N",0.078,"N",TRUE
5701,"Y",0.012,"N",FALSE
5700,"N",0.004,"N",TRUE
5696,"N",0.066,"N",TRUE
5692,"Y",0.942,"Y",TRUE
5691,"Y",0.978,"Y",TRUE
5716,"Y",0.064,"N",FALSE
5714,"N",0.296,"N",TRUE
5713,"N",0.258,"N",TRUE
5818,"N",0.004,"N",TRUE
5816,"N",0.398,"N",TRUE
5811,"N",0.09,"N",TRUE
5810,"N",0.036,"N",TRUE
5806,"N",0.01,"N",TRUE
5803,"N",0.264,"N",TRUE
5797,"N",0.088,"N",TRUE
5796,"N",0.008,"N",TRUE
5793,"N",0.014,"N",TRUE
5792,"N",0.01,"N",TRUE
5791,"N",0.074,"N",TRUE
5790,"N",0.366,"N",TRUE
5788,"N",0,"N",TRUE
5785,"N",0.04,"N",TRUE
5784,"N",0.014,"N",TRUE
5780,"N",0.024,"N",TRUE
5779,"N",0.012,"N",TRUE
5776,"N",0.004,"N",TRUE
5774,"N",0.002,"N",TRUE
5770,"N",0.002,"N",TRUE
5765,"Y",0.766,"Y",TRUE
5761,"N",0.1,"N",TRUE
5759,"N",0.032,"N",TRUE
5756,"Y",0.724,"Y",TRUE
5755,"N",0.004,"N",TRUE
5748,"N",0.01,"N",TRUE
5747,"N",0.288,"N",TRUE
5738,"N",0.008,"N",TRUE
5737,"N",0.024,"N",TRUE
5731,"N",0.024,"N",TRUE
5729,"N",0.134,"N",TRUE
5723,"Y",0.992,"Y",TRUE
5722,"N",0.052,"N",TRUE
5901,"N",0.002,"N",TRUE
5900,"N",0.004,"N",TRUE
5894,"N",0.026,"N",TRUE
5893,"N",0.028,"N",TRUE
5892,"N",0.002,"N",TRUE
5891,"N",0.228,"N",TRUE
5887,"N",0.002,"N",TRUE
5885,"N",0,"N",TRUE
5883,"N",0.042,"N",TRUE
5880,"N",0.012,"N",TRUE
5878,"N",0.016,"N",TRUE
5876,"N",0.004,"N",TRUE
5873,"N",0.004,"N",TRUE
5868,"Y",0.768,"Y",TRUE
5866,"N",0.008,"N",TRUE
5861,"N",0.004,"N",TRUE
5859,"Y",0.788,"Y",TRUE
5855,"Y",0.414,"Y",TRUE
5852,"N",0.052,"N",TRUE
5847,"N",0.004,"N",TRUE
5846,"N",0.008,"N",TRUE
5845,"N",0.002,"N",TRUE
5844,"N",0.046,"N",TRUE
5843,"N",0.142,"N",TRUE
5836,"N",0.004,"N",TRUE
5834,"N",0.634,"Y",FALSE
5833,"N",0.002,"N",TRUE
5830,"N",0.006,"N",TRUE
5829,"N",0.004,"N",TRUE
5828,"N",0.004,"N",TRUE
5826,"N",0,"N",TRUE
5825,"N",0.28,"N",TRUE
5821,"N",0.314,"N",TRUE
5820,"N",0.194,"N",TRUE
5998,"Y",0.676,"Y",TRUE
5993,"N",0.002,"N",TRUE
5992,"N",0.008,"N",TRUE
5988,"N",0.136,"N",TRUE
5984,"N",0.262,"N",TRUE
5979,"N",0.01,"N",TRUE
5978,"N",0.038,"N",TRUE
5977,"N",0.008,"N",TRUE
5974,"N",0,"N",TRUE
5959,"Y",0.672,"Y",TRUE
5958,"Y",0.604,"Y",TRUE
5954,"N",0.004,"N",TRUE
5953,"N",0.004,"N",TRUE
5951,"N",0.238,"N",TRUE
5949,"N",0.004,"N",TRUE
5943,"N",0,"N",TRUE
5941,"N",0.004,"N",TRUE
5938,"N",0.072,"N",TRUE
5935,"N",0.032,"N",TRUE
5932,"Y",0.57,"Y",TRUE
5929,"N",0,"N",TRUE
5927,"N",0.03,"N",TRUE
5926,"N",0.212,"N",TRUE
5925,"Y",0.116,"N",FALSE
5922,"N",0.152,"N",TRUE
5920,"N",0.048,"N",TRUE
6090,"N",0.01,"N",TRUE
6085,"N",0.004,"N",TRUE
6083,"N",0.042,"N",TRUE
6080,"N",0.014,"N",TRUE
6079,"N",0.018,"N",TRUE
6078,"N",0.036,"N",TRUE
6064,"N",0.002,"N",TRUE
6063,"Y",0.856,"Y",TRUE
6060,"N",0.004,"N",TRUE
6055,"N",0.176,"N",TRUE
6053,"N",0.344,"N",TRUE
6052,"N",0.024,"N",TRUE
6051,"N",0.072,"N",TRUE
6045,"N",0.002,"N",TRUE
6044,"N",0.03,"N",TRUE
6040,"N",0,"N",TRUE
6039,"Y",0.02,"N",FALSE
6034,"N",0.004,"N",TRUE
6033,"N",0.018,"N",TRUE
6029,"N",0.094,"N",TRUE
6026,"N",0.01,"N",TRUE
6022,"Y",0.858,"Y",TRUE
6020,"N",0.004,"N",TRUE
6019,"N",0,"N",TRUE
6018,"N",0.006,"N",TRUE
6017,"N",0.012,"N",TRUE
6015,"N",0.034,"N",TRUE
6014,"N",0.064,"N",TRUE
6013,"Y",0.074,"N",FALSE
6009,"N",0,"N",TRUE
6008,"N",0.126,"N",TRUE
6006,"N",0.166,"N",TRUE
6001,"Y",0.89,"Y",TRUE
6196,"N",0.014,"N",TRUE
6190,"N",0.122,"N",TRUE
6186,"N",0.042,"N",TRUE
6185,"N",0.04,"N",TRUE
6182,"N",0.022,"N",TRUE
6179,"N",0.006,"N",TRUE
6177,"N",0,"N",TRUE
6176,"N",0,"N",TRUE
6174,"N",0,"N",TRUE
6170,"N",0.006,"N",TRUE
6165,"N",0.016,"N",TRUE
6164,"N",0.006,"N",TRUE
6163,"N",0.046,"N",TRUE
6160,"N",0.004,"N",TRUE
6156,"N",0.002,"N",TRUE
6151,"N",0,"N",TRUE
6149,"N",0.004,"N",TRUE
6145,"N",0.008,"N",TRUE
6143,"Y",0.632,"Y",TRUE
6140,"N",0.02,"N",TRUE
6139,"N",0.004,"N",TRUE
6132,"N",0.018,"N",TRUE
6125,"N",0.018,"N",TRUE
6117,"N",0.016,"N",TRUE
6116,"N",0.006,"N",TRUE
6204,"Y",0.954,"Y",TRUE
6203,"N",0.056,"N",TRUE
6200,"Y",0.822,"Y",TRUE
6220,"N",0.004,"N",TRUE
6212,"N",0.098,"N",TRUE
6307,"N",0.004,"N",TRUE
6304,"N",0,"N",TRUE
6299,"N",0.006,"N",TRUE
6298,"N",0.03,"N",TRUE
6284,"N",0.018,"N",TRUE
6276,"N",0.86,"Y",FALSE
6273,"N",0.028,"N",TRUE
6270,"N",0.068,"N",TRUE
6264,"N",0.046,"N",TRUE
6260,"N",0.016,"N",TRUE
6254,"N",0.036,"N",TRUE
6253,"Y",0.596,"Y",TRUE
6252,"Y",0.708,"Y",TRUE
6246,"N",0.26,"N",TRUE
6241,"N",0.03,"N",TRUE
6233,"N",0.354,"N",TRUE
6230,"N",0.004,"N",TRUE
6229,"N",0.068,"N",TRUE
6383,"N",0.004,"N",TRUE
6381,"N",0,"N",TRUE
6379,"N",0.046,"N",TRUE
6378,"N",0.016,"N",TRUE
6377,"N",0.004,"N",TRUE
6376,"N",0.004,"N",TRUE
6375,"N",0.164,"N",TRUE
6370,"Y",0.244,"N",FALSE
6362,"N",0,"N",TRUE
6357,"Y",0.67,"Y",TRUE
6356,"N",0.024,"N",TRUE
6354,"Y",0.2,"N",FALSE
6350,"N",0.022,"N",TRUE
6349,"N",0.03,"N",TRUE
6346,"Y",0.876,"Y",TRUE
6345,"Y",0.794,"Y",TRUE
6341,"N",0,"N",TRUE
6336,"N",0.028,"N",TRUE
6329,"N",0.614,"Y",FALSE
6325,"N",0.006,"N",TRUE
6314,"N",0.17,"N",TRUE
6313,"Y",0.99,"Y",TRUE
6312,"N",0.058,"N",TRUE
6448,"Y",0.298,"N",FALSE
6445,"N",0.05,"N",TRUE
6442,"N",0.158,"N",TRUE
6438,"N",0.152,"N",TRUE
6436,"N",0.03,"N",TRUE
6435,"N",0.588,"Y",FALSE
6434,"N",0.01,"N",TRUE
6430,"N",0.018,"N",TRUE
6429,"N",0.042,"N",TRUE
6428,"N",0.03,"N",TRUE
6427,"N",0.042,"N",TRUE
6426,"N",0.046,"N",TRUE
6423,"N",0.008,"N",TRUE
6419,"N",0.088,"N",TRUE
6415,"Y",0.864,"Y",TRUE
6414,"N",0.034,"N",TRUE
6412,"N",0.586,"Y",FALSE
6407,"N",0.108,"N",TRUE
6406,"N",0.004,"N",TRUE
6402,"N",0.006,"N",TRUE
6401,"N",0.048,"N",TRUE
6396,"N",0.05,"N",TRUE
6394,"N",0.03,"N",TRUE
6392,"N",0.056,"N",TRUE
6390,"Y",0.376,"N",FALSE
6387,"Y",0.566,"Y",TRUE
6385,"Y",0.99,"Y",TRUE
6473,"N",0.052,"N",TRUE
6470,"N",0.102,"N",TRUE
6469,"N",0.116,"N",TRUE
6467,"N",0.05,"N",TRUE
6461,"N",0,"N",TRUE
6459,"N",0.1,"N",TRUE
6457,"Y",0.958,"Y",TRUE
6456,"N",0.02,"N",TRUE
6455,"N",0.126,"N",TRUE
6454,"Y",0.948,"Y",TRUE
6453,"N",0.304,"N",TRUE
6507,"N",0.248,"N",TRUE
6505,"N",0.278,"N",TRUE
6501,"N",0.208,"N",TRUE
6499,"N",0.446,"Y",FALSE
6496,"N",0.106,"N",TRUE
6491,"N",0.092,"N",TRUE
6489,"N",0.238,"N",TRUE
6485,"N",0.006,"N",TRUE
6483,"N",0.004,"N",TRUE
6481,"N",0.008,"N",TRUE
6479,"N",0.876,"Y",FALSE
6478,"Y",0.978,"Y",TRUE
6514,"N",0.008,"N",TRUE
6526,"Y",0.956,"Y",TRUE
6524,"N",0.316,"N",TRUE
6522,"Y",0.934,"Y",TRUE
6520,"N",0.124,"N",TRUE
